location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
India,5/26/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,198425615,156189641,42235974,
India,5/27/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,201203166,158783606,42419560,
India,5/28/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,203166802,160605562,42561240,
India,5/29/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,207088953,164158704,42930249,
India,5/30/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,208665123,165598013,43067110,
India,5/31/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,210449895,167191085,43258810,
India,6/1/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,213135738,169585180,43550558,
India,6/2/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,215678166,171866824,43811342,
India,6/3/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,218344384,174296917,44047467,
India,6/4/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,223607768,179172948,44434820,
India,6/5/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,225571144,180972102,44599042,
India,6/6/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,228041045,183275704,44765341,
India,6/7/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,230490652,185501579,44989073,
India,6/8/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,233680929,188363894,45317035,
India,6/9/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,236856505,191222380,45634125,
India,6/10/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,240281903,194325996,45955907,
India,6/11/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,243703242,197415653,46287589,
India,6/12/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,246188067,199655293,46532774,
India,6/13/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,249430416,202572835,46857581,
India,6/14/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,252760364,205571046,47189318,
India,6/15/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,255305366,207830971,47474395,
India,6/16/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,258325900,210442950,47882950,
India,6/17/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,262970250,214553189,48417061,
India,6/18/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,266355940,217542993,48812947,
India,6/19/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,270908312,221493259,49415053,
India,6/20/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,274286599,224541283,49745316,
India,6/21/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,283313942,232744813,50569129,
India,6/22/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,289855456,238586187,51269269,
India,6/23/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,293370338,241720520,51649818,
India,6/24/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,300054027,247652194,52401833,
India,6/25/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,306661528,253359907,53301621,
India,6/26/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,314841384,260253182,54588202,
India,6/27/2021,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,318030412,262916313,55114099,
India,6/28/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://dashboard.cowin.gov.in/,321423578,265545768,55877810,
India,6/29/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://dashboard.cowin.gov.in/,327423913,270178001,57245912,
India,6/30/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://dashboard.cowin.gov.in/,329158139,271410023,57748116,
India,7/1/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://dashboard.cowin.gov.in/,334741649,275693081,59048568,
India,7/2/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://dashboard.cowin.gov.in/,335671794,276339011,59332783,
India,7/3/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://dashboard.cowin.gov.in/,344300590,282231365,62069225,
India,7/4/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://dashboard.cowin.gov.in/,347378550,284455266,62923284,
India,7/5/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://dashboard.cowin.gov.in/,351229497,286751758,64477739,
India,7/6/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://dashboard.cowin.gov.in/,354307646,288782557,65525089,
India,7/7/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://dashboard.cowin.gov.in/,358070763,291184757,66886006,
India,7/8/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,368991222,298678913,70312309,
India,7/10/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,376032586,303171498,72861088,
India,7/11/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,377352501,304018852,73333649,
India,7/12/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,381467646,306612781,74854865,
India,7/13/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,387697935,311387539,76310396,
India,7/14/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,391340491,313529502,77810989,
India,7/15/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,395343767,316116189,79227578,
India,7/16/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,399695879,318665226,81030653,
India,7/17/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,404931715,321893762,83037953,
India,7/19/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,411846401,326392783,85453618,
India,7/20/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,415472455,328716212,86756243,
India,7/21/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,417851151,330259212,87591939,
India,7/22/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,423417030,333945151,89471879,
India,7/23/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,427882261,336819816,91062445,
India,7/24/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,433150864,340387695,92763169,
India,7/25/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,435196001,341802707,93393294,
India,7/26/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,441912395,346516149,95396246,
India,7/27/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,446156659,349324061,96832598,
India,7/28/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,450706257,352545271,98160986,
India,7/29/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,456033754,356140739,99893015,
India,7/30/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,461518479,359820313,101698166,
India,8/1/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,472223639,367994586,104229053,
India,8/3/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,485286570,378090597,107195973,
India,8/4/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,489342295,381126275,108216020,
India,8/5/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,495327595,385631050,109696545,
India,8/6/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,501009609,390041560,110968049,
India,8/7/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,506810492,394378151,112432341,
India,8/8/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,508664759,395667593,112997166,
India,8/9/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,514500268,400158057,114342211,
India,8/10/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,519080524,403596088,115484436,
India,8/11/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,523671019,406980329,116690690,
India,8/13/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,536189903,416846115,119343788,
India,8/14/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://www.mohfw.gov.in/,543846290,422575401,121270889,
India,8/16/2021,"Covaxin, Oxford/AstraZeneca, Sputnik V",https://dashboard.cowin.gov.in/,550520038,428681772,121838266,
